objectid,title,description,identifer,subject
obj_001,Sacrifice of Iphigenia,Sacrifice of Iphigenia as she is carried by Odysseus and Diomedes. Agamemnon watches from th side as the priest Calchas covers his face.,MANN 9112,Iphigenia; Calchas; Agamemnon; Odysessus; Diomedes
